Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
May 04 2018 07:16:41,45,1,2,4,2.07,0.947,0.925,0.925,3,1,0.0532,0.0747,0.0747,-0.0216,-0.0028,1 突出重点. 强调重点，如我们一向所见，. 是改善记忆和提高创造力的重要因素之一。. 强调重点所使用到的一切技法都可以用在联想上，反过来亦然. 。. 下列规则使你能够取得思维导图中的最大成绩和最为合适地强. 调重点。. 一定要用中央图.   图形可以自动地吸引眼睛和大脑的注意力。.   它可以触发无数的联想， .
May 04 2018 07:17:24,64,1,2,1,0.5,0.946,0.925,0.925,2,0,0.9455,0.9253,0.9253,0.0203,0.0379,2 ?发挥联想. 联想是改善记忆力和创造力的另一个重要因素。它是人脑使用的另一个整合工貝?，目的是要让我们的生理体验产生意义，这是人脑记忆和理解的关键。. 建立了中央图形和基本分类概念，联想的力量就可以让人脑进人任何话题的深层次。. 正如已经提到的一样，仟何用于联想的方法都可以同样用于强调，反过来亦然。. ?要在分支模式的内外作连接时_可以使用箭头 .
May 05 2018 07:46:28,46,5,13,15,1.19,0.977,0.967,0.967,4,1,0.0228,0.0333,0.0333,-0.0105,-0.0006,1 突出重点. 强调重点，如我们一向所见，. 是改善记忆和提高创造力的重要因素之一。. 强调重点所使用到的一切技法都可以用在联想上，反过来亦然. 。. 下列规则使你能够取得思维导图中的最大成绩和最为合适地强. 调重点。. 一定要用中央图.   图形可以自动地吸引眼睛和大脑的注意力。.   它可以触发无数的联想， .
May 05 2018 07:47:03,64,1,1,1,1,0.918,0.898,0.898,2,0,0.9176,0.8981,0.8981,0.0195,0.0355,2 ?发挥联想. 联想是改善记忆力和创造力的另一个重要因素。它是人脑使用的另一个整合工貝?，目的是要让我们的生理体验产生意义，这是人脑记忆和理解的关键。. 建立了中央图形和基本分类概念，联想的力量就可以让人脑进人任何话题的深层次。. 正如已经提到的一样，仟何用于联想的方法都可以同样用于强调，反过来亦然。. ?要在分支模式的内外作连接时_可以使用箭头 .
May 06 2018 12:58:59,64,1,2,8,3.76,0.931,0.88,0.88,4,1,0.0689,0.1203,0.1203,-0.0514,-0.0097,2 ?发挥联想. 联想是改善记忆力和创造力的另一个重要因素。它是人脑使用的另一个整合工貝?，目的是要让我们的生理体验产生意义，这是人脑记忆和理解的关键。. 建立了中央图形和基本分类概念，联想的力量就可以让人脑进人任何话题的深层次。. 正如已经提到的一样，仟何用于联想的方法都可以同样用于强调，反过来亦然。. ?要在分支模式的内外作连接时_可以使用箭头 .
May 06 2018 12:59:17,28,12,36,19,0.53,0.439,0.666,0.832,4,1,0.5614,0.3341,0.168,0.3934,0.287,再论层次与分类. 任何思维导图中的基础顺序思想都是那些最为简单和最为明显. 的顺序发生器。它们都是些关键的概念，. 本身容纳了最大的联想数目。. 正是使用了层次和分类才把满幅思维导图与前面描述的小型思. 维导图区分开来的。在小型思维导图里，. 最开始出现的十个词和图形之所以很重要，. 就因为它们是最先出现的。而在全幅思维导图中， .
May 07 2018 07:18:24,17,8,15,34,2.24,0.917,0.944,0.944,4,1,0.0831,0.0562,0.0562,0.0269,0.0038,1989年，W.M.马特林通过描述一项实验说明了这一点。. 这项实验是由布尔和惠特洛克在十六年以前做的，. 目的是要找到图形对学习产生的效果。. 布尔和惠特洛克让九到十岁的小孩学习“大脑”、“杂志”、“麻烦”. 和“真理”这样一些词汇。孩子们分成三组。. 第一组读词汇和它的意义，写下来，. 再把词和词的意义用图形创造性地画下来。 .
May 07 2018 07:18:43,49,5,11,21,1.89,0.783,0.898,0.898,4,1,0.2165,0.102,0.102,0.1145,0.0365,2 ?发挥联想. 联想是改善记忆力和创造力的另一个重要因素。它是人脑使用的另一个整合工貝?，目的是要让我们的生理体验产生意义，这是人脑记忆和理解的关键。. 建立了[.]，联想的力量就可以让人脑进人任何话题的深层次。. 正如已经提到的一样，仟何用于联想的方法都可以同样用于强调，反过来亦然。. ?要在分支模式的内外作连接时_可以使用箭头 .
May 07 2018 07:18:55,45,3,8,12,1.51,0.811,0.693,0.943,4,1,0.189,0.3067,0.0568,0.1321,0.0325,1 突出重点. 强调重点，如我们一向所见，. 是改善记忆和提高创造力的重要因素之一。. 强调重点所使用到的一切技法都可以用在联想上，反过来亦然. 。. 下列规则使你能够取得思维导图中的最大成绩和最为合适地强. 调重点。. 一定要用中央图.   图形可以自动地吸引眼睛和大脑的注意力。.   它可以触发无数的联想， .
May 07 2018 07:19:44,79,3,6,11,1.86,0.808,0.916,0.917,3,1,0.1916,0.0842,0.0832,0.1084,0.0298,如前所述，我们都是与众不同的个体。思维导图应该反映出我们：
May 07 2018 07:20:26,77,3,1,1,1,0.806,0.902,0.917,2,0,0.8059,0.9023,0.9168,-0.1108,-0.1909,既然联想是记忆和理解的关键，我们的知识也是结构式的，我们处理信息时应该？. 1. 2. 3
May 07 2018 07:20:43,81,3,9,11,1.24,0.804,0.916,0.917,4,1,0.1963,0.0842,0.0832,0.1131,0.0316,另外，你的思维导图越具有个性，你越是：
May 07 2018 07:21:28,80,3,1,1,1,0.801,0.916,0.917,2,0,0.8014,0.9158,0.9168,-0.1153,-0.1982,为了真正形成个人的思维导图风格，你应该遵循“1 +”原则。这个意思是：. 提示：联想思维导图的方法优势的重点。
May 07 2018 07:21:59,53,7,1,1,1,0.652,0.896,0.896,2,0,0.6517,0.8958,0.8958,-0.2441,-0.3777,运动也是一个主要的助记手段，可用来促进思维导图。你的词汇、图片、整个的思维导图都可以移动一就像迪士尼乐园制作的一 些令人难忘的、精彩的动画片。为了让你的图像移动起来，你可以加 一些合适的视觉动感符号，举例如下。. ?字体、线条和图像的大小尽置多一些变化. 变化大小是[.]扩大尺寸可以突出重点，因而也就增大了想起它来的可能性。. ?间隔要有序 .
May 07 2018 07:22:34,35,11,1,1,1,0.44,0.689,0.837,1,0,0.4401,0.6889,0.8371,-0.397,-0.507,布局
May 07 2018 07:22:43,5,8,14,34,2.4,0.91,0.944,0.944,4,1,0.0902,0.0562,0.0562,0.034,0.005,本章继续进行从第6章“幸福”练习开始的学习过程。. 从小型思维导图阶段开始，本章带你进人满幅思维导图的大门. ，. 告诉你如何把任何小型思维导图扩充成你所希望的任何大小的. 思维导图。. 扩大联想力量. 下一步要根据已经确定下来的指导原则扩大原来的“幸福”练习. 。. 你原来的十个词汇从中央“幸福”概念放射出来， .
May 07 2018 07:23:59,78,3,1,1,1,0.798,0.902,0.917,1,0,0.7975,0.9024,0.9168,-0.1193,-0.2044,可以通过辅助推理、联想的手段来辅助记忆，因为我们并不需要能原文背诵知识。 . 1.（简化词汇）（防止冲突）. 2.
